awardYear,category,name,gender,birth_date,affiliation_1,birth_cityNow,birth_countryNow,motivation,award_link,laureate_link,age,affiliation_country,affiliation_zone,birth_zone,affiliation_lat,affiliation_lon,affiliation_zone_lat,affiliation_zone_lon,birth_lat,birth_lon,birth_zone_lat,birth_zone_lon
1950,Physics,Cecil Powell,male,1903-12-05,"Bristol University, Bristol, United Kingdom",Tonbridge,United Kingdom,for his development of the photographic method of studying nuclear processes and his discoveries regarding mesons made with this method,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1950,http://masterdataapi.nobelprize.org/2/laureate/55,47,United Kingdom,Europe,Europe,52.94,-1.23,48.55,5.72,52.94,-1.23,48.55,5.72
1951,Medicine,Max Theiler,male,1899-01-30,"Laboratories of the Division of Medicine and Public Health, Rockefeller Foundation, New York, NY, USA",Pretoria,South Africa,for his discoveries concerning yellow fever and how to combat it,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1951,http://masterdataapi.nobelprize.org/2/laureate/352,52,USA,North America,South Africa,38.51,-100.3,38.51,-100.3,0.0,0.0,0.0,0.0
1951,Literature,Pär Lagerkvist,male,1891-05-23,,Växjö,Sweden,for the artistic vigour and true independence of mind with which he endeavours in his poetry to find answers to the eternal questions confronting mankind,https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1951,http://masterdataapi.nobelprize.org/2/laureate/622,60,,,Europe,0.0,0.0,0.0,0.0,60.8,15.21,48.55,5.72
1951,Physics,John Cockcroft,male,1897-05-27,"Atomic Energy Research Establishment, Harwell, Berkshire, United Kingdom",Todmorden,United Kingdom,for their pioneer work on the transmutation of atomic nuclei by artificially accelerated atomic particles,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1951,http://masterdataapi.nobelprize.org/2/laureate/56,54,United Kingdom,Europe,Europe,52.94,-1.23,48.55,5.72,52.94,-1.23,48.55,5.72
1951,Physics,Ernest T.S. Walton,male,1903-10-06,"Trinity College, Dublin, Ireland",Dungarvan,Ireland,for their pioneer work on the transmutation of atomic nuclei by artificially accelerated atomic particles,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1951,http://masterdataapi.nobelprize.org/2/laureate/57,48,Ireland,Europe,Europe,53.39,-8.32,48.55,5.72,53.39,-8.32,48.55,5.72
1951,Chemistry,Glenn T. Seaborg,male,1912-04-19,"University of California, Berkeley, CA, USA","Ishpeming, MI",USA,for their discoveries in the chemistry of the transuranium elements,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1951,http://masterdataapi.nobelprize.org/2/laureate/213,39,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
1951,Peace,Léon Jouhaux,male,1879-07-01,,Paris,France,for having devoted his life to the fight against war through the promotion of social justice and brotherhood among men and nations,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1951,http://masterdataapi.nobelprize.org/2/laureate/512,72,,,Europe,0.0,0.0,0.0,0.0,46.97,2.7,48.55,5.72
1951,Chemistry,Edwin M. McMillan,male,1907-09-18,"University of California, Berkeley, CA, USA","Redondo Beach, CA",USA,for their discoveries in the chemistry of the transuranium elements,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1951,http://masterdataapi.nobelprize.org/2/laureate/212,44,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
1952,Physics,E. M. Purcell,male,1912-08-30,"Harvard University, Cambridge, MA, USA","Taylorville, IL",USA,for their development of new methods for nuclear magnetic precision measurements and discoveries in connection therewith,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1952,http://masterdataapi.nobelprize.org/2/laureate/59,40,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
1952,Peace,Albert Schweitzer,male,1875-01-14,,Kaysersberg,France,"for his altruism, reverence for life, and tireless humanitarian work  which has helped making the idea of brotherhood between men and nations a living one",https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1952,http://masterdataapi.nobelprize.org/2/laureate/513,77,,,Europe,0.0,0.0,0.0,0.0,46.97,2.7,48.55,5.72
1952,Chemistry,Archer J.P. Martin,male,1910-03-01,"National Institute for Medical Research, London, United Kingdom",London,United Kingdom,for their invention of partition chromatography,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1952,http://masterdataapi.nobelprize.org/2/laureate/214,42,United Kingdom,Europe,Europe,52.94,-1.23,48.55,5.72,52.94,-1.23,48.55,5.72
1952,Medicine,Selman A. Waksman,male,1888-07-22,"Rutgers University, New Brunswick, NJ, USA",Nova Pryluka,Ukraine,"for his discovery of streptomycin, the first antibiotic effective against tuberculosis",https://masterdataapi.nobelprize.org/2/nobelPrize/med/1952,http://masterdataapi.nobelprize.org/2/laureate/353,64,USA,North America,Ukraine,38.51,-100.3,38.51,-100.3,0.0,0.0,0.0,0.0
1952,Literature,François Mauriac,male,1885-10-11,,Bordeaux,France,for the deep spiritual insight and the artistic intensity with which he has in his novels penetrated the drama of human life,https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1952,http://masterdataapi.nobelprize.org/2/laureate/623,67,,,Europe,0.0,0.0,0.0,0.0,46.97,2.7,48.55,5.72
1952,Physics,Felix Bloch,male,1905-10-23,"Stanford University, Stanford, CA, USA",Zurich,Switzerland,for their development of new methods for nuclear magnetic precision measurements and discoveries in connection therewith,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1952,http://masterdataapi.nobelprize.org/2/laureate/58,47,USA,North America,Europe,38.51,-100.3,38.51,-100.3,47.0,8.43,48.55,5.72
1952,Chemistry,Richard L.M. Synge,male,1914-10-28,"Rowett Research Institute, Bucksburn (Scotland), United Kingdom",Liverpool,United Kingdom,for their invention of partition chromatography,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1952,http://masterdataapi.nobelprize.org/2/laureate/215,38,United Kingdom,Europe,Europe,52.94,-1.23,48.55,5.72,52.94,-1.23,48.55,5.72
1953,Literature,Winston Churchill,male,1874-11-30,,Woodstock,United Kingdom,for his mastery of historical and biographical description as well as for brilliant oratory in defending exalted human values,https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1953,http://masterdataapi.nobelprize.org/2/laureate/624,79,,,Europe,0.0,0.0,0.0,0.0,52.94,-1.23,48.55,5.72
1953,Chemistry,Hermann Staudinger,male,1881-03-23,"University of Freiburg, Breisgau, Germany",Worms,Germany,for his discoveries in the field of macromolecular chemistry,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1953,http://masterdataapi.nobelprize.org/2/laureate/216,72,Germany,Europe,Europe,51.42,10.6,48.55,5.72,51.42,10.6,48.55,5.72
1953,Medicine,Fritz Lipmann,male,1899-06-12,"Harvard Medical School, Boston, MA, USA",Kaliningrad,Russia,for his discovery of co-enzyme A and its importance for intermediary metabolism,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1953,http://masterdataapi.nobelprize.org/2/laureate/355,54,USA,North America,Russia,38.51,-100.3,38.51,-100.3,61.1,81.38,61.1,81.38
1953,Medicine,Hans Krebs,male,1900-08-25,"Sheffield University, Sheffield, United Kingdom",Hildesheim,Germany,for his discovery of the citric acid cycle,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1953,http://masterdataapi.nobelprize.org/2/laureate/354,53,United Kingdom,Europe,Europe,52.94,-1.23,48.55,5.72,51.42,10.6,48.55,5.72
1953,Physics,Frits Zernike,male,1888-07-16,"Groningen University, Groningen, the Netherlands",Amsterdam,the Netherlands,"for his demonstration of the phase contrast method, especially for his invention of the phase contrast microscope",https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1953,http://masterdataapi.nobelprize.org/2/laureate/60,65,the Netherlands,Europe,Europe,52.52,5.74,48.55,5.72,52.52,5.74,48.55,5.72
1953,Peace,George C. Marshall,male,1880-12-31,,"Uniontown, PA",USA,for proposing and supervising the plan for the economic recovery of Europe,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1953,http://masterdataapi.nobelprize.org/2/laureate/514,73,,,North America,0.0,0.0,0.0,0.0,38.51,-100.3,38.51,-100.3
1954,Physics,Max Born,male,1882-12-11,"Edinburgh University, Edinburgh, United Kingdom",Wroclaw,Poland,"for his fundamental research in quantum mechanics, especially for his statistical interpretation of the wavefunction",https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1954,http://masterdataapi.nobelprize.org/2/laureate/61,72,United Kingdom,Europe,Poland,52.94,-1.23,48.55,5.72,0.0,0.0,0.0,0.0
1954,Medicine,Thomas H. Weller,male,1915-06-15,"Research Division of Infectious Diseases, Children's Medical Center, Boston, MA, USA","Ann Arbor, MI",USA,for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1954,http://masterdataapi.nobelprize.org/2/laureate/357,39,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
1954,Medicine,John F. Enders,male,1897-02-10,"Harvard Medical School, Boston, MA, USA","West Hartford, CT",USA,for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1954,http://masterdataapi.nobelprize.org/2/laureate/356,57,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
1954,Chemistry,Linus Pauling,male,1901-02-28,"California Institute of Technology (Caltech), Pasadena, CA, USA","Portland, OR",USA,for his research into the nature of the chemical bond and its application to the elucidation of the structure of complex substances,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1954,http://masterdataapi.nobelprize.org/2/laureate/217,53,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
1954,Literature,Ernest Hemingway,male,1899-07-21,,"Oak Park, IL",USA,"for his mastery of the art of narrative, most recently demonstrated in <I>The Old Man and the Sea,</I> and for the influence that he has exerted on contemporary style",https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1954,http://masterdataapi.nobelprize.org/2/laureate/625,55,,,North America,0.0,0.0,0.0,0.0,38.51,-100.3,38.51,-100.3
1954,Medicine,Frederick C. Robbins,male,1916-08-25,"Western Reserve University, Cleveland, OH, USA","Auburn, AL",USA,for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1954,http://masterdataapi.nobelprize.org/2/laureate/358,38,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
1954,Physics,Walther Bothe,male,1891-01-08,"University of Heidelberg, Heidelberg, Germany",Oranienburg,Germany,for the coincidence method and his discoveries made therewith,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1954,http://masterdataapi.nobelprize.org/2/laureate/62,63,Germany,Europe,Europe,51.42,10.6,48.55,5.72,51.42,10.6,48.55,5.72
1955,Medicine,Hugo Theorell,male,1903-07-06,"Karolinska Institutet, Nobel Medical Institute, Stockholm, Sweden",Linköping,Sweden,for his discoveries concerning the nature and mode of action of oxidation enzymes,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1955,http://masterdataapi.nobelprize.org/2/laureate/359,52,Sweden,Europe,Europe,60.8,15.21,48.55,5.72,60.8,15.21,48.55,5.72
1955,Literature,Halldór Laxness,male,1902-04-23,,Reykjavik,Iceland,for his vivid epic power which has renewed the great narrative art of Iceland,https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1955,http://masterdataapi.nobelprize.org/2/laureate/626,53,,,Iceland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1955,Physics,Polykarp Kusch,male,1911-01-26,"Columbia University, New York, NY, USA",Blankenburg,Germany,for his precision determination of the magnetic moment of the electron,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1955,http://masterdataapi.nobelprize.org/2/laureate/64,44,USA,North America,Europe,38.51,-100.3,38.51,-100.3,51.42,10.6,48.55,5.72
1955,Physics,Willis E. Lamb,male,1913-07-12,"Stanford University, Stanford, CA, USA","Los Angeles, CA",USA,for his discoveries concerning the fine structure of the hydrogen spectrum,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1955,http://masterdataapi.nobelprize.org/2/laureate/63,42,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
1955,Chemistry,Vincent du Vigneaud,male,1901-05-18,"Cornell University, Ithaca, NY, USA","Chicago, IL",USA,"for his work on biochemically important sulphur compounds, especially for the first synthesis of a polypeptide hormone",https://masterdataapi.nobelprize.org/2/nobelPrize/che/1955,http://masterdataapi.nobelprize.org/2/laureate/218,54,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
1956,Medicine,Dickinson W. Richards,male,1895-10-30,"Columbia University, New York, NY, USA","Orange, NJ",USA,for their discoveries concerning heart catheterization and pathological changes in the circulatory system,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1956,http://masterdataapi.nobelprize.org/2/laureate/362,61,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
1956,Physics,Walter H. Brattain,male,1902-02-10,"Bell Telephone Laboratories, Murray Hill, NJ, USA",Amoy,China,for their researches on semiconductors and their discovery of the transistor effect,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1956,http://masterdataapi.nobelprize.org/2/laureate/67,54,USA,North America,China,38.51,-100.3,38.51,-100.3,32.87,105.22,32.87,105.22
1956,Medicine,Werner Forssmann,male,1904-08-29,"Mainz University, Mainz, Germany",Berlin,Germany,for their discoveries concerning heart catheterization and pathological changes in the circulatory system,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1956,http://masterdataapi.nobelprize.org/2/laureate/361,52,Germany,Europe,Europe,51.42,10.6,48.55,5.72,51.42,10.6,48.55,5.72
1956,Medicine,André F. Cournand,male,1895-09-24,"Columbia University Division, Cardio-Pulmonary Laboratory, Bellevue Hospital, New York, NY, USA",Paris,France,for their discoveries concerning heart catheterization and pathological changes in the circulatory system,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1956,http://masterdataapi.nobelprize.org/2/laureate/360,61,USA,North America,Europe,38.51,-100.3,38.51,-100.3,46.97,2.7,48.55,5.72
1956,Chemistry,Nikolay Semenov,male,1896-04-03,"Institute for Chemical Physics of the Academy of Sciences of the USSR, Moscow, USSR (now Russia)",Saratov,Russia,for their researches into the mechanism of chemical reactions,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1956,http://masterdataapi.nobelprize.org/2/laureate/220,60,Russia,Russia,Russia,61.1,81.38,61.1,81.38,61.1,81.38,61.1,81.38
1956,Physics,John Bardeen,male,1908-05-23,"University of Illinois, Urbana, IL, USA","Madison, WI",USA,for their researches on semiconductors and their discovery of the transistor effect,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1956,http://masterdataapi.nobelprize.org/2/laureate/66,48,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
1956,Physics,William B. Shockley,male,1910-02-13,"Semiconductor Laboratory of Beckman Instruments, Inc., Mountain View, CA, USA",London,United Kingdom,for their researches on semiconductors and their discovery of the transistor effect,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1956,http://masterdataapi.nobelprize.org/2/laureate/65,46,USA,North America,Europe,38.51,-100.3,38.51,-100.3,52.94,-1.23,48.55,5.72
1956,Chemistry,Sir Cyril Hinshelwood,male,1897-05-19,"University of Oxford, Oxford, United Kingdom",London,United Kingdom,for their researches into the mechanism of chemical reactions,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1956,http://masterdataapi.nobelprize.org/2/laureate/219,59,United Kingdom,Europe,Europe,52.94,-1.23,48.55,5.72,52.94,-1.23,48.55,5.72
1956,Literature,Juan Ramón Jiménez,male,1881-12-24,,Moguer,Spain,"for his lyrical poetry, which in Spanish language constitutes an example of high spirit and artistical purity",https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1956,http://masterdataapi.nobelprize.org/2/laureate/627,75,,,Europe,0.0,0.0,0.0,0.0,40.37,-3.14,48.55,5.72
1957,Peace,Lester Bowles Pearson,male,1897-04-23,,Toronto,Canada,for his crucial contribution to the deployment of a United Nations Emergency Force in the wake of the Suez Crisis,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1957,http://masterdataapi.nobelprize.org/2/laureate/516,60,,,North America,0.0,0.0,0.0,0.0,54.98,-100.53,38.51,-100.3
